Country,Year,GHG Energy,GHG Fugi,GHG FC,GHG FC - Coal,GHG FC - Oil,GHG FC - Gas,CO2 MARBUNK,CO2 AVBUNK,CO2-TES,CO2-GDP,CO2-GDP PPP,CO2-POP
Ireland,2006,,,45.57173914,10.05684625,26.38468796,9.109464642,0.40337765,2.425780579,73.159,0.206,0.185,10.524
Italy,2006,460.9580033,6124.7613,454.833242,62.1211612,228.0513103,159.5191575,7.523019924,9.613961468,58.095,0.229,0.187,7.692
Latvia,2006,,,8.488985426,0.355857614,4.480127716,3.293171282,0.623142862,0.196768028,40.893,0.304,0.168,3.619
Lithuania,2006,,,12.90559691,1.042679513,7.171758869,4.442719111,0.440541996,0.156799485,34.21,0.359,0.178,3.824
Luxembourg,2006,,,11.46796234,0.37465957,8.007164141,2.894019318,0.0,1.210181565,62.268,0.226,0.221,23.894
Netherlands,2006,166.0667792,332.4255613,165.7343537,29.75220795,57.22835994,75.76700904,52.50285495,10.93907097,49.585,0.231,0.207,10.05
Norway,2006,37.84859609,1688.669878,36.15992621,2.543948856,23.3023763,9.574513467,1.579795184,1.214427633,28.805,0.102,0.126,7.62
Poland,2006,315.3639352,1347.216975,314.0167182,228.4566817,59.20316615,23.48168142,0.937173565,1.275917492,75.991,0.889,0.416,8.079
Portugal,2006,,,57.58218873,13.28513636,34.71730785,8.339142579,2.017493295,2.30587495,53.601,0.275,0.179,5.365
Slovak Republic,2006,,,36.7559852,16.68677709,8.276664754,11.54469771,0.0,0.119905629,46.746,0.548,0.298,6.768
Slovenia,2006,16.18282004,47.4778943,16.13534214,6.436044047,7.581012932,1.848823209,0.092879975,0.07378801,50.289,0.388,0.256,7.86
Spain,2006,,,329.2184534,70.91105493,184.1329338,72.18653075,26.38063903,9.669302551,54.949,0.274,0.202,7.327
Sweden,2006,48.93390426,43.3238325,48.89058042,9.176194928,34.87271694,1.757895677,6.646446155,1.976903441,22.483,0.109,0.114,5.208
Switzerland,2006,,,44.5382592,0.61555525,33.64199703,6.350777999,0.02841009,3.717070611,38.673,0.074,0.095,5.791
Republic of Türkiye,2006,,,244.4440828,106.5355192,75.26776395,60.74463254,3.089850183,2.939221965,61.655,0.428,0.183,3.467
United Kingdom,2006,550.3010123,12276.50568,538.0245067,164.7402031,183.1571797,187.1128908,7.332190808,36.42360165,58.089,0.201,0.212,8.761
Albania,2006,,,3.940833842,0.054054683,3.784769299,0.021125477,0.0,0.138352557,42.912,0.446,0.151,1.272
Armenia,2006,,,4.185853489,0.001974178,0.945063542,3.236834575,0.0,0.119905629,38.746,0.521,0.189,1.372
Azerbaijan,2006,35.84077443,6265.348988,29.57542544,0,10.6443162,18.92239401,0.0,1.245172413,53.052,0.974,0.358,3.465
Belarus,2006,,,58.05040263,2.467465042,17.89705083,37.20778645,0.0,0.0,47.842,1.385,0.456,5.958
Bosnia and Herzegovina,2006,,,17.68061137,13.45068024,3.426697058,0.737183566,0.0,0.01537254,78.692,1.288,0.507,4.303
Bulgaria,2006,,,48.07143543,28.99702246,12.4856054,5.983891587,0.328856393,0.539538959,55.236,1.108,0.426,6.237
Croatia,2006,,,20.55763781,2.568559266,13.04311064,4.515199563,0.063330547,0.264023786,49.21,0.387,0.198,4.63
Cyprus,2006,,,7.250943192,0.154889157,7.083036206,0.0,0.934831656,0.945944936,73.6,0.362,0.266,9.648
Georgia,2006,,,4.713615565,0.034399292,2.075535441,2.467937414,0.0,0.113756553,35.652,0.455,0.151,1.166
Gibraltar,2006,,,0.431354662,0,0.431354662,0.0,12.35174499,0.018446928,64.573,0.399,0.464,14.146
Kazakhstan,2006,234.0463127,59896.23205,174.1500806,107.9302959,31.29289732,34.92387509,0.0,0.528813925,68.151,1.443,0.653,11.297
Kosovo,2006,,,6.822247137,5.255791287,1.49690763,0.0,0.0,0.0,81.395,1.614,0.607,3.898
Kyrgyzstan,2006,,,4.936926262,2.125386005,1.506180882,1.304831524,0.0,0.860860121,45.986,1.108,0.295,0.935
Malta,2006,,,2.66980815,0,2.66980815,0.0,2.412828789,0.267481351,74.462,0.353,0.235,6.545
Republic of Moldova,2006,,,7.612343577,0.409584735,1.926639862,5.249210961,0.0,0.036893856,52.032,1.302,0.385,2.609
Montenegro,2006,,,2.252401027,1.371699302,0.827976995,0.0,0.0,0.046117619,45.953,0.651,0.26,3.544
Republic of North Macedonia,2006,,,8.988866597,6.013419235,2.74465305,0.157259179,0.0,0.012390952,71.322,1.148,0.402,4.34
Romania,2006,105.9143229,8919.576325,96.99474658,39.19593302,26.32642342,29.98668396,0.0,0.463854527,57.152,0.655,0.272,4.503
Russian Federation,2006,2056.069344,508388.0858,1547.681259,438.2942735,310.2088049,775.5281175,0.0,16.29792444,54.753,1.363,0.527,10.749
Serbia,2006,,,52.4073377,35.61950495,12.7061754,3.762438223,0.0,0.159873873,72.617,1.5,0.561,6.973
Tajikistan,2006,,,2.571571656,0.187520329,1.110860416,1.27319091,0.0,0.061489859,25.229,0.586,0.182,0.361
Turkmenistan,2006,138.8267493,89320.02125,49.50672806,0,14.48653908,35.01750744,0.0,1.260544953,63.417,2.243,1.054,9.943
Ukraine,2006,309.6352022,9097.36725,300.537835,139.1899975,38.41873275,122.7483539,0.0,0.999212379,52.606,2.855,0.597,6.38
Uzbekistan,2006,149.8946423,29472.14788,120.4224944,4.712168001,14.99755721,100.7122132,0.0,0.0,63.318,2.721,1.122,4.527
Former Soviet Union (if no detail),2006,,,,,,,,,,,,
Former Yugoslavia (if no detail),2006,,,,,,,,,,,,
Algeria,2006,163.5592023,82212.93758,81.34626471,1.032820547,33.03581919,47.26628826,1.078798354,1.151192827,55.555,0.638,0.222,2.415
Angola,2006,33.83928598,24378.14317,9.46114282,0,6.803708168,1.305935989,0.566289322,0.245545426,22.647,0.115,0.066,0.398
Benin,2006,3.828894312,1.3069153,3.827587397,0,3.310644962,0.0,0.0,0.06696688,26.284,0.415,0.155,0.386
Botswana,2006,4.261827231,0.6306013,4.26119663,1.920492862,2.162347463,0.0,0.0,0.035077961,48.11,0.366,0.16,2.085
Cameroon,2006,11.15746012,6239.51159,4.917948534,0,3.161309615,0.0,0.133981934,0.130745018,10.978,0.138,0.056,0.175
Congo,2006,11.64851899,10365.83862,1.282680376,0,0.994957083,0.04679937,0.0,0.105233583,17.212,0.12,0.063,0.268
Côte d'Ivoire,2006,8.180368891,1173.232248,7.007136643,0,2.774732759,2.898968346,0.155573918,0.280623088,14.208,0.184,0.078,0.29
Dem. Rep. of Congo,2006,8.742678175,2496.47968,6.246198495,0,1.400371039,0.023096394,0.0,0.650535748,1.923,0.064,0.035,0.024
Egypt,2006,176.8365071,23318.00838,153.5184988,3.306507708,83.17539535,66.64245099,3.449712249,2.532067896,54.496,0.665,0.198,1.887
Equatorial Guinea,2006,12.17846841,8890.8075,3.287660907,0,0.755727494,2.496642276,0.0,0.089289273,57.344,0.311,0.146,3.58
Eritrea,2006,0.6331519695,0.2573145,0.632894655,0,0.516035191,0.0,0.0,0.047833528,18.43,0.308,0.117,0.178
Kingdom of Eswatini,2006,1.161647275,0.0,1.161647275,0.356012453,0.650209873,0.0,0.0,0.003189042,24.233,0.313,0.131,0.919
Ethiopia,2006,14.18387147,2.3472575,14.18152422,0,4.782776152,0.0,0.0,0.558057433,3.82,0.184,0.069,0.059
Gabon,2006,13.47219864,11196.41532,2.275783317,0,1.519450524,0.295907848,0.563360161,0.197077026,12.611,0.182,0.091,1.199
Ghana,2006,8.658492783,164.592885,8.493899898,0,7.840362913,0.0,0.12513265,0.382403478,29.167,0.281,0.096,0.334
Kenya,2006,11.36419481,3.8341625,11.36036065,0.476980351,8.307739205,0.0,0.211580594,1.817672885,12.386,0.186,0.074,0.235
Libya,2006,107.3206237,63236.64115,44.08398256,0,33.17993432,10.82921192,1.235257494,0.83868082,60.669,0.553,0.196,7.296
Madagascar,2006,2.634868936,0.0,2.634868936,0.037005245,1.560738053,0.0,0.031777889,0.16294856,7.616,0.173,0.052,0.082
Mauritius,2006,,,3.355835245,1.189763764,2.144095286,0.0,0.543903191,0.752580289,63.571,0.396,0.191,2.678
Morocco,2006,41.32945483,52.403295,41.27705153,12.94144563,26.1850558,1.111713454,0.428505033,1.329771373,64.224,0.525,0.215,1.306
Mozambique,2006,4.409910567,503.8099633,3.906100604,0,1.582481681,0.065348123,0.009625565,0.172200463,4.351,0.188,0.086,0.078
Namibia,2006,2.597940154,0.730414,2.59720974,0.138071913,2.397235459,0.0,0.0,0.079917902,43.084,0.321,0.148,1.254
Niger,2006,1.268967231,0.2580753,1.268709156,0.194410268,0.547639359,0.0,0.0,0.038266703,9.778,0.123,0.052,0.051
Nigeria,2006,197.8715056,116767.9094,81.1035962,0.981006207,32.47421369,19.81611342,1.247194669,0.717502628,11.736,0.185,0.093,0.363
Rwanda,2006,1.350571935,0.0,1.350571935,0,0.692107291,0.0,0.0,0.070738169,4.994,0.155,0.064,0.074
Senegal,2006,4.71792065,5.149415,4.712771235,0.412442607,4.039614094,0.02577499,0.245216733,0.807805222,38.147,0.345,0.142,0.394
South Africa,2006,411.04003,31412.41795,379.627612,318.4335596,59.73561404,0.0,8.158528863,2.413313817,74.602,1.325,0.605,7.56
South Sudan,2006,3.20280275,3202.80275,,,,,,,,,,
Sudan,2006,17.72452804,3105.705163,14.61882288,0,12.51579534,0.0,0.051336344,0.261489736,18.157,0.147,0.072,0.322
United Rep. of Tanzania,2006,10.48060494,124.5764275,10.35602852,0.14499675,4.825370159,0.973185163,0.155671156,0.168906056,8.111,0.218,0.088,0.145
Togo,2006,1.25669117,0.4317663,1.256259404,0,0.903106678,0.0,0.006417043,0.108422625,8.973,0.245,0.1,0.151
Tunisia,2006,23.29101901,2674.996885,20.61602212,0,12.39219308,7.909584699,0.05393335,0.656841686,55.023,0.569,0.215,1.923
Uganda,2006,4.774678183,0.0,4.774678183,0,2.268285887,0.0,0.0,0.117989151,4.71,0.137,0.047,0.078
Zambia,2006,,,3.389776571,0.124917074,1.876012594,0.0,0.0,0.179735416,6.2,0.167,0.065,0.164
Zimbabwe,2006,,,11.88458592,7.684097357,2.008795808,0.0,0.0,0.025458306,22.979,0.701,0.378,0.772
Other Africa,2006,,,28.4595926,2.99874561,15.02084808,0.0,1.066020232,1.226615588,11.027,0.296,0.118,0.173
Bangladesh,2006,41.49941161,3156.06926,38.34334235,1.879584164,11.15122337,22.34902483,0.196023202,0.72069137,34.062,0.258,0.09,0.246
Brunei Darussalam,2006,9.463745239,2212.216897,7.251528342,0,1.485139198,5.766389144,0.329816836,0.235978601,54.678,0.55,0.274,19.347
Cambodia,2006,,,3.763586413,0,3.023648851,0.0,0.0,0.04920907,17.909,0.29,0.099,0.22
DPR of Korea,2006,,,77.41713215,75.05742526,2.22703366,0.0,0.0,0.0,84.826,2.499,0.692,3.158
India,2006,1256.825803,61444.05725,1195.381745,762.5180416,338.4667069,56.07137527,3.360897792,7.927149452,52.939,1.013,0.304,0.98
Indonesia,2006,433.6275627,75510.539,358.1170237,105.408912,169.9642933,66.44752332,0.451055746,2.471397375,44.262,0.656,0.213,1.462
Lao People's Democratic Republic,2006,,,1.977380651,0.154188041,1.357687349,0.0,0.0,0.118829743,17.042,0.202,0.07,0.25
Malaysia,2006,180.5141495,15925.33393,164.5888156,28.16721718,65.80178617,70.53147272,0.281765892,5.153048308,59.668,0.827,0.332,6.155
Mongolia,2006,,,12.53366927,10.56708705,1.935766147,0.0,0.0,0.130745018,86.408,2.125,0.773,4.778
Myanmar,2006,,,13.55251254,1.721927843,5.350738198,2.872363534,0.009625565,0.044644487,15.638,0.31,0.085,0.205
Nepal,2006,,,5.427433875,0.586701448,1.942900654,0.0,0.0,0.166595018,6.541,0.157,0.046,0.094
Pakistan,2006,146.3487722,11892.92768,134.4558446,16.97124036,55.41392092,53.04796373,0.327641056,2.358678091,37.33,0.57,0.175,0.699
Philippines,2006,66.97863456,922.2927275,66.05634183,19.77786006,38.51826526,5.947416487,0.404455398,2.420321819,40.065,0.337,0.141,0.723
Singapore,2006,,,37.40013071,0.021259306,23.62535814,12.96628335,88.45257435,14.62748421,39.334,0.191,0.122,8.446
Sri Lanka,2006,,,13.22241397,0.192714711,11.74170965,0.0,0.438434548,0.958679549,30.976,0.238,0.079,0.598
Chinese Taipei,2006,,,271.1710929,147.0376392,97.25859872,24.0430304,8.664243814,7.080714108,57.532,0.678,0.329,11.783
Thailand,2006,217.6620489,10715.53278,206.9465162,51.08663453,90.87159589,62.79120808,5.31118161,9.410285363,47.776,0.67,0.247,3.062
Viet Nam,2006,104.4084526,17644.0545,86.76439809,37.09311143,33.50888346,12.04144784,0.873501794,0.827951595,46.038,0.584,0.2,0.972
Other Asia,2006,,,16.37380236,0.958007499,13.80887257,0.623553988,0.766713423,0.790172793,26.775,0.207,0.132,0.41
People's Rep. of China,2006,6413.133913,332236.6895,6080.897224,5099.00645,829.1028201,94.45331079,18.85931674,11.84320872,73.072,1.19,0.74,4.547
"Hong Kong, China",2006,,,41.89688876,27.27008907,7.829771351,6.796049261,23.05011138,14.16509383,76.335,0.176,0.133,6.071
"China (incl. Hong Kong, China)",2006,6455.030802,332236.6895,6122.794112,5126.276539,836.9325914,101.24936,41.90942812,26.00830255,73.094,1.144,0.717,4.555
Argentina,2006,180.4046186,28593.16928,151.8114494,5.96521741,60.08002795,85.54612652,2.367100455,2.216940115,51.399,0.295,0.219,3.809
Bolivia,2006,13.08385158,3034.296568,10.04955501,0,6.297841632,3.644890528,0.0,0.175389505,43.363,0.465,0.198,1.03
Brazil,2006,354.9366607,24066.95725,330.8697034,45.57282083,233.5333531,41.04554547,10.60547991,3.857409097,33.825,0.223,0.134,1.683
Cuba,2006,26.57123735,864.483485,25.70675386,0.029386642,23.45129969,2.098308785,0.073549042,0.571324948,57.055,0.389,0.125,2.26
Curaçao,2006,,,5.775216384,0,5.775216384,0.0,6.518697766,0.245439762,68.419,1.941,1.544,25.832
Dominican Republic,2006,,,19.22961526,1.832772475,16.53139067,0.668079386,0.0,1.297882155,60.755,0.408,0.192,2.029
Ecuador,2006,37.73666457,11678.45182,26.05821275,0,25.13819061,0.781792634,2.027126079,0.510223905,54.43,0.363,0.201,1.829
El Salvador,2006,,,6.968022969,0.003036851,6.782211353,0.0,0.0,0.232789559,38.821,0.338,0.165,1.111
Guatemala,2006,,,12.49024575,1.049823081,9.678777493,0.0,0.73475329,0.223117369,27.509,0.234,0.114,0.8
Guyana,2006,1.379834229,0.0,1.379834229,0,1.349081107,0.0,0.0,0.025511135,48.0,0.431,0.215,1.758
Haiti,2006,,,2.245605745,0,1.622466244,0.0,0.0,0.076533705,11.282,0.139,0.064,0.173
Honduras,2006,,,7.956334372,0.164730387,7.257438402,0.0,0.0,0.022322393,40.693,0.467,0.223,0.95
Jamaica,2006,,,11.87255914,0.078677135,11.76491402,0.0,0.241524943,0.78765825,70.625,0.814,0.454,4.366
Nicaragua,2006,,,4.748826983,0,4.375929335,0.0,0.0,0.052163117,35.432,0.486,0.188,0.783
Panama,2006,,,7.22792631,0,7.152248071,0.0,8.315215518,0.663291316,57.156,0.25,0.135,2.097
Paraguay,2006,4.210577576,1.4795763,4.209098,0,3.795778454,0.0,0.0,0.060852829,21.795,0.156,0.073,0.674
Peru,2006,30.92380647,1603.57062,29.32023585,3.086133215,20.87048592,4.364420717,0.289367553,1.44138274,46.971,0.239,0.129,0.988
Suriname,2006,,,1.529470251,0,1.513765693,0.007429207,0.0,0.108422625,58.161,0.376,0.201,2.877
Trinidad and Tobago,2006,27.52963646,8048.21188,19.48142458,0,3.723759922,15.75191605,1.4655572,1.18945983,25.82,0.851,0.566,14.083
Uruguay,2006,6.28575149,7.8080658,6.277943424,0.003036851,5.9205877,0.212923087,0.780390307,0.164308835,44.497,0.159,0.123,1.827
Venezuela,2006,359.1032584,218743.5535,140.3597049,0.987390836,91.16450463,48.03961601,2.174484057,0.649234708,51.201,0.212,0.21,5.115
Other Non-OECD Americas,2006,,,18.97135033,4.070212344,13.41548478,1.452121238,0.767559456,1.807726217,101.795,0.123,0.11,3.387
Bahrain,2006,25.92215698,3485.458373,22.4366986,0,4.263011871,18.17368673,0.0,1.865506414,47.977,1.056,0.525,23.012
Islamic Rep. of Iran,2006,592.0117764,138648.0408,453.3637356,4.674729777,239.801522,208.6775523,3.145706377,3.169766652,59.456,1.256,0.463,6.303
Iraq,2006,107.677133,38388.03346,69.28909957,0,64.32910416,4.957048154,0.35159712,2.171640936,62.378,0.638,0.306,2.369
Jordan,2006,19.49172922,563.8458875,18.92788334,0,14.22706252,4.699803028,0.131972148,0.931781796,65.4,0.696,0.306,3.089
Kuwait,2006,94.83840372,27117.22579,67.72117794,0,43.88784568,23.83333226,2.543037784,1.766650614,65.049,0.692,0.437,28.485
Lebanon,2006,14.44873827,6.4879325,14.44225034,0.52746888,13.86895581,0.0,0.0,0.32899426,72.542,0.447,0.227,3.014
Oman,2006,51.88121955,18034.21574,33.8470038,0,11.88655383,21.96044997,0.099567243,0.963047755,52.078,0.666,0.343,13.144
Qatar,2006,58.96490817,20156.15077,38.8087574,0,7.802599219,31.00425578,0.0,1.865506414,47.093,0.599,0.406,38.061
Saudi Arabia,2006,388.6132841,70133.5869,318.4796972,0,212.71251,105.7660102,8.354323948,5.472152306,54.33,0.688,0.292,12.443
Syrian Arab Republic ,2006,91.18744631,34042.28338,57.14516293,0.011702395,47.68983879,9.442918054,3.490880724,0.309323265,62.595,1.658,1.93,2.918
United Arab Emirates,2006,145.8146067,29959.12235,115.8554844,1.123608637,30.34084022,84.38525004,41.25898356,9.860078665,59.429,0.418,0.249,23.506
Yemen,2006,41.75302988,22641.4885,19.11154138,0,19.10430953,0.0,0.438901026,0.350779009,63.989,0.359,0.222,0.86
Canada,2007,606.57362,46780.68235,559.7929377,118.4241239,262.7847708,176.0497228,2.781081654,10.03383854,48.147,0.398,0.389,16.783
Chile,2007,65.51002176,622.70095,64.88732081,13.07001995,45.48168531,5.118013816,3.799887587,1.387171428,49.193,0.342,0.205,3.8
Colombia,2007,73.62847069,18712.01528,54.91645541,10.87039747,29.91730558,13.18133572,1.450036323,1.745985158,44.543,0.249,0.116,1.248
Costa Rica,2007,,,6.94127332,0.062524444,6.73233851,0.0,0.357820336,0.538818417,35.894,0.156,0.106,1.539
Mexico,2007,495.1332306,54183.91563,440.949315,47.03775062,267.1658487,124.2642461,2.719466048,9.938584803,56.629,0.432,0.226,3.954
United States,2007,6008.776508,243492.9655,5765.283543,2184.659662,2292.096747,1245.355864,96.96959732,71.12203657,58.135,0.348,0.348,18.849
Australia,2007,423.7740846,39709.4456,384.064639,212.6842726,114.2931635,55.62946408,2.673550486,9.220711597,74.847,0.378,0.418,18.231
Israel,2007,65.11878827,263.868845,64.85491942,32.06645522,27.33234023,5.452131342,1.073940048,3.523522781,73.738,0.281,0.283,8.903
Japan,2007,1212.573362,4593.3728,1207.979989,418.700687,576.9685004,202.6288478,18.85873294,18.57218348,55.569,0.275,0.235,9.356
Korea,2007,485.6111656,4117.86775,481.4932979,217.7125022,179.2064476,73.86455668,31.22261351,9.484796752,51.308,0.42,0.318,9.806
New Zealand,2007,34.15856532,1034.02342,33.1245419,6.789006754,18.5164354,7.673477177,1.003472953,2.300405114,45.928,0.214,0.22,7.684
Austria,2007,,,70.70864468,15.85342102,35.31349104,16.09816315,0.070058821,2.121623305,49.626,0.19,0.168,8.332
Belgium,2007,,,101.8820859,17.48913206,48.49416606,32.39646514,29.85263992,3.931978128,42.742,0.236,0.209,9.488
Czech Republic,2007,,,124.0357148,83.3591239,22.4461894,16.62119803,0.0,1.02688307,63.28,0.71,0.373,11.856
Denmark,2007,55.1849926,2515.574293,52.66941831,18.57583683,22.32716759,9.604599819,3.365914605,2.628697383,62.276,0.175,0.19,9.458
Estonia,2007,19.48680727,63.8471105,19.42296016,14.29213601,3.343552992,1.625560114,0.785168636,0.176940469,72.621,0.817,0.487,14.236
Finland,2007,,,65.993648,30.05311893,26.02113392,8.45292624,1.45044207,1.604889001,41.791,0.264,0.266,12.193
France,2007,362.1652991,2134.853375,360.0304457,55.26556998,210.9955999,86.50418177,8.76803826,17.65070463,31.847,0.151,0.136,5.524
Germany,2007,785.2560108,8175.469525,777.0805413,352.6810187,244.6055134,166.3562273,9.768322371,24.50376493,55.344,0.246,0.213,9.47
Greece,2007,,,99.14051412,37.50565152,53.76820857,7.502289928,10.30536523,2.853136102,77.314,0.368,0.249,8.862
Hungary,2007,,,53.46679145,12.34796482,16.5581707,23.75800958,0.0,0.74402888,46.036,0.443,0.21,5.223
Iceland,2007,,,2.342583323,0.447570932,1.892703404,0.0,0.207126322,0.498069145,11.661,0.138,0.149,7.429
Ireland,2007,,,44.86360456,9.784108457,25.2182086,9.83302036,0.353130893,2.899253421,70.486,0.193,0.173,10.053
Italy,2007,453.7111168,6015.242825,447.695874,62.20677306,218.936375,160.5198665,7.766720499,10.21348902,57.281,0.222,0.181,7.513
Latvia,2007,,,8.828760788,0.432135451,4.847745251,3.178870168,0.563954862,0.239810959,41.633,0.288,0.159,3.798
Lithuania,2007,,,13.10322239,1.038070461,7.477874172,4.338066757,0.378561247,0.196768028,32.027,0.328,0.162,3.926
Luxembourg,2007,,,10.87457866,0.318010029,7.677137183,2.701338482,0.0,1.300820935,60.669,0.198,0.194,22.254
Netherlands,2007,166.8680046,316.6100648,166.5513945,32.42542648,57.62051973,73.32112467,53.8158433,11.0067099,50.0,0.223,0.201,10.074
Norway,2007,38.2890928,1565.101234,36.72399157,2.816896541,23.31534581,9.857446617,2.073879022,1.13141586,31.213,0.101,0.124,7.664
Poland,2007,313.3284875,1332.985375,311.9955021,223.4246253,62.34930014,23.65455675,0.789417231,1.328183888,75.865,0.826,0.387,8.036
Portugal,2007,,,55.76942934,11.46995067,34.22027671,8.878119587,1.591281073,2.524164593,51.515,0.26,0.169,5.182
Slovak Republic,2007,,,35.99700987,16.22714708,8.659145126,10.81883459,0.0,0.147576021,47.785,0.484,0.264,6.616
Slovenia,2007,16.17711333,48.4647511,16.12864858,6.546314232,7.455721331,1.842462597,0.151704014,0.095309626,49.584,0.362,0.239,7.796
Spain,2007,,,342.2040257,80.49579126,185.9095997,73.52521631,26.99477264,10.17044608,56.305,0.275,0.203,7.469
Sweden,2007,47.39190021,44.0037475,47.34789647,9.085680489,33.70275383,1.949844672,6.614637018,1.94923305,21.842,0.102,0.107,4.997
Switzerland,2007,,,42.55737851,0.721710234,31.75483787,6.184742667,0.02841009,3.910763952,38.852,0.068,0.087,5.48
Republic of Türkiye,2007,,,270.5406691,120.6333107,77.01917834,71.04648093,2.660667674,3.452663649,63.375,0.451,0.193,3.794
